My Spark params as displayed in Assistant	My Default Value	< dif >	wm100 v3.2.34.25 (from cfg file)	< dif >	wm100 v3.2.37.20 (from cfg file)
g_config_mode_normal_cfg_vert_vel_down	-1.5		g_config_mode_normal_cfg_vert_vel_down		g_config_mode_normal_cfg_vert_vel_down
g_config_mode_normal_cfg_vert_acc_up	6		g_config_mode_normal_cfg_vert_acc_up		g_config_mode_normal_cfg_vert_acc_up
g_config_mode_normal_cfg_vert_acc_down	-6		g_config_mode_normal_cfg_vert_acc_down		g_config_mode_normal_cfg_vert_acc_down
g_config_mode_normal_cfg_tilt_exp_mid_point	0.400000005960464		g_config_mode_normal_cfg_tilt_exp_mid_point		g_config_mode_normal_cfg_tilt_exp_mid_point
g_config_mode_normal_cfg_tors_exp_mid_point	0.400000005960464		g_config_mode_normal_cfg_tors_exp_mid_point		g_config_mode_normal_cfg_tors_exp_mid_point
g_config_mode_normal_cfg_lift_exp_mid_point	0.400000005960464		g_config_mode_normal_cfg_lift_exp_mid_point		g_config_mode_normal_cfg_lift_exp_mid_point
g_config_mode_sport_cfg_rc_scale	0.850000023841858		g_config_mode_sport_cfg_rc_scale		g_config_mode_sport_cfg_rc_scale
g_config_mode_sport_cfg_tilt_atti_range	35		g_config_mode_sport_cfg_tilt_atti_range		g_config_mode_sport_cfg_tilt_atti_range
g_config_mode_sport_cfg_tilt_gyro_range	300		g_config_mode_sport_cfg_tilt_gyro_range		g_config_mode_sport_cfg_tilt_gyro_range
g_config_mode_sport_cfg_tors_gyro_range	150		g_config_mode_sport_cfg_tors_gyro_range		g_config_mode_sport_cfg_tors_gyro_range
g_config_mode_sport_cfg_vert_vel_up	3		g_config_mode_sport_cfg_vert_vel_up		g_config_mode_sport_cfg_vert_vel_up
g_config_mode_sport_cfg_vert_vel_down	-2		g_config_mode_sport_cfg_vert_vel_down		g_config_mode_sport_cfg_vert_vel_down
g_config_mode_sport_cfg_vert_acc_up	8		g_config_mode_sport_cfg_vert_acc_up		g_config_mode_sport_cfg_vert_acc_up
g_config_mode_sport_cfg_vert_acc_down	-8		g_config_mode_sport_cfg_vert_acc_down		g_config_mode_sport_cfg_vert_acc_down
g_config_mode_sport_cfg_tilt_exp_mid_point	0.349999994039536		g_config_mode_sport_cfg_tilt_exp_mid_point		g_config_mode_sport_cfg_tilt_exp_mid_point
g_config_mode_sport_cfg_tors_exp_mid_point	0.5		g_config_mode_sport_cfg_tors_exp_mid_point		g_config_mode_sport_cfg_tors_exp_mid_point
g_config_mode_sport_cfg_lift_exp_mid_point	0.5		g_config_mode_sport_cfg_lift_exp_mid_point		g_config_mode_sport_cfg_lift_exp_mid_point
CM_tors_range	50		CM_tors_range		CM_tors_range
g_config_mode_cinematic_cfg_rc_scale	0.800000011920929		g_config_mode_cinematic_cfg_rc_scale		g_config_mode_cinematic_cfg_rc_scale
g_config_mode_cinematic_cfg_tilt_atti_range	35		g_config_mode_cinematic_cfg_tilt_atti_range		g_config_mode_cinematic_cfg_tilt_atti_range
g_config_mode_cinematic_cfg_tilt_gyro_range	300		g_config_mode_cinematic_cfg_tilt_gyro_range		g_config_mode_cinematic_cfg_tilt_gyro_range
g_config_mode_cinematic_cfg_vert_vel_up	2		g_config_mode_cinematic_cfg_vert_vel_up		g_config_mode_cinematic_cfg_vert_vel_up
g_config_mode_cinematic_cfg_vert_vel_down	-1.5		g_config_mode_cinematic_cfg_vert_vel_down		g_config_mode_cinematic_cfg_vert_vel_down
g_config_mode_cinematic_cfg_vert_acc_up	6		g_config_mode_cinematic_cfg_vert_acc_up		g_config_mode_cinematic_cfg_vert_acc_up
g_config_mode_cinematic_cfg_vert_acc_down	-6		g_config_mode_cinematic_cfg_vert_acc_down		g_config_mode_cinematic_cfg_vert_acc_down
g_config_mode_cinematic_cfg_tilt_exp_mid_point	0.400000005960464		g_config_mode_cinematic_cfg_tilt_exp_mid_point		g_config_mode_cinematic_cfg_tilt_exp_mid_point
g_config_mode_cinematic_cfg_tors_exp_mid_point	0.400000005960464		g_config_mode_cinematic_cfg_tors_exp_mid_point		g_config_mode_cinematic_cfg_tors_exp_mid_point
g_config_mode_cinematic_cfg_lift_exp_mid_point	0.400000005960464		g_config_mode_cinematic_cfg_lift_exp_mid_point		g_config_mode_cinematic_cfg_lift_exp_mid_point
g_config_mode_tripod_cfg_rc_scale	0.170000001788139		g_config_mode_tripod_cfg_rc_scale		g_config_mode_tripod_cfg_rc_scale
g_config_mode_tripod_cfg_tilt_atti_range	35		g_config_mode_tripod_cfg_tilt_atti_range		g_config_mode_tripod_cfg_tilt_atti_range
g_config_mode_tripod_cfg_tilt_gyro_range	200		g_config_mode_tripod_cfg_tilt_gyro_range		g_config_mode_tripod_cfg_tilt_gyro_range
g_config_mode_tripod_cfg_tors_gyro_range	15		g_config_mode_tripod_cfg_tors_gyro_range		g_config_mode_tripod_cfg_tors_gyro_range
g_config_mode_tripod_cfg_vert_vel_up	1		g_config_mode_tripod_cfg_vert_vel_up		g_config_mode_tripod_cfg_vert_vel_up
g_config_mode_tripod_cfg_vert_vel_down	-1		g_config_mode_tripod_cfg_vert_vel_down		g_config_mode_tripod_cfg_vert_vel_down
g_config_mode_tripod_cfg_vert_acc_up	4		g_config_mode_tripod_cfg_vert_acc_up		g_config_mode_tripod_cfg_vert_acc_up
g_config_mode_tripod_cfg_vert_acc_down	-4		g_config_mode_tripod_cfg_vert_acc_down		g_config_mode_tripod_cfg_vert_acc_down
g_config_mode_tripod_cfg_tilt_exp_mid_point	0.400000005960464		g_config_mode_tripod_cfg_tilt_exp_mid_point		g_config_mode_tripod_cfg_tilt_exp_mid_point
g_config_mode_tripod_cfg_tors_exp_mid_point	0.400000005960464		g_config_mode_tripod_cfg_tors_exp_mid_point		g_config_mode_tripod_cfg_tors_exp_mid_point
g_config_mode_tripod_cfg_lift_exp_mid_point	0.400000005960464		g_config_mode_tripod_cfg_lift_exp_mid_point		g_config_mode_tripod_cfg_lift_exp_mid_point
g_config_mode_manual_cfg_tilt_gyro_range	150		g_config_mode_manual_cfg_tilt_gyro_range		g_config_mode_manual_cfg_tilt_gyro_range
g_config_mode_manual_cfg_tors_gyro_range	150		g_config_mode_manual_cfg_tors_gyro_range		g_config_mode_manual_cfg_tors_gyro_range
g_config_mode_manual_cfg_tilt_exp_mid_point	0.5		g_config_mode_manual_cfg_tilt_exp_mid_point		g_config_mode_manual_cfg_tilt_exp_mid_point
g_config_mode_manual_cfg_tors_exp_mid_point	0.5		g_config_mode_manual_cfg_tors_exp_mid_point		g_config_mode_manual_cfg_tors_exp_mid_point
g_config_mode_manual_cfg_lift_exp_mid_point	0.5		g_config_mode_manual_cfg_lift_exp_mid_point		g_config_mode_manual_cfg_lift_exp_mid_point
g_config_gps_signal_level_cfg_gps_enable	1		g_config_gps_signal_level_cfg_gps_enable		g_config_gps_signal_level_cfg_gps_enable
g_config_gps_signal_level_cfg_super_svn	12		g_config_gps_signal_level_cfg_super_svn	< * >	
g_config_gps_signal_level_cfg_good_svn	8		g_config_gps_signal_level_cfg_good_svn	< * >	
g_config_gps_signal_level_cfg_fix_svn	6		g_config_gps_signal_level_cfg_fix_svn	< * >	
g_config_gps_signal_level_cfg_weak_svn	4		g_config_gps_signal_level_cfg_weak_svn	< * >	
g_config_gps_signal_level_cfg_bad_svn	1		g_config_gps_signal_level_cfg_bad_svn	< * >	
g_config_gps_signal_level_cfg_null_svn	0		g_config_gps_signal_level_cfg_null_svn	< * >	
g_config_gps_signal_level_cfg_super_hdop	1		g_config_gps_signal_level_cfg_super_hdop	< * >	
g_config_gps_signal_level_cfg_good_hdop	2		g_config_gps_signal_level_cfg_good_hdop	< * >	
g_config_gps_signal_level_cfg_fix_hdop	2.79999995231628		g_config_gps_signal_level_cfg_fix_hdop	< * >	
g_config_gps_signal_level_cfg_weak_hdop	6		g_config_gps_signal_level_cfg_weak_hdop	< * >	
g_config_gps_signal_level_cfg_bad_hdop	999.900024414062		g_config_gps_signal_level_cfg_bad_hdop	< * >	
g_config_gps_signal_level_cfg_null_hdop	999.900024414062		g_config_gps_signal_level_cfg_null_hdop	< * >	
g_config_gear_cfg_gear_state	5		g_config_gear_cfg_gear_state		g_config_gear_cfg_gear_state
g_config_gear_cfg_pack_flag	0		g_config_gear_cfg_pack_flag		g_config_gear_cfg_pack_flag
g_config_gear_cfg_pack_type	2		g_config_gear_cfg_pack_type		g_config_gear_cfg_pack_type
intel_gear	0		intel_gear		intel_gear
g_config_gear_cfg_gear_protect_en	0		g_config_gear_cfg_gear_protect_en		g_config_gear_cfg_gear_protect_en
g_config_gear_cfg_gear_pack_en	0		g_config_gear_cfg_gear_pack_en		g_config_gear_cfg_gear_pack_en
hide_gear_en	0		hide_gear_en		hide_gear_en
near_ground_reminder	0		near_ground_reminder		near_ground_reminder
g_config_avoid_obstacle_limit_cfg_user_avoid_enable	1		g_config_avoid_obstacle_limit_cfg_user_avoid_enable		g_config_avoid_obstacle_limit_cfg_user_avoid_enable
g_config_avoid_obstacle_limit_cfg_avoid_type	0		g_config_avoid_obstacle_limit_cfg_avoid_type		g_config_avoid_obstacle_limit_cfg_avoid_type
g_config_avoid_obstacle_limit_cfg_low_speed_cmpen_enable	1		g_config_avoid_obstacle_limit_cfg_low_speed_cmpen_enable		g_config_avoid_obstacle_limit_cfg_low_speed_cmpen_enable
g_config_avoid_obstacle_limit_cfg_low_speed_cmpen_atti	35		g_config_avoid_obstacle_limit_cfg_low_speed_cmpen_atti		g_config_avoid_obstacle_limit_cfg_low_speed_cmpen_atti
g_config_avoid_obstacle_limit_cfg_low_speed_cmpen_vel	2		g_config_avoid_obstacle_limit_cfg_low_speed_cmpen_vel		g_config_avoid_obstacle_limit_cfg_low_speed_cmpen_vel
g_config_avoid_obstacle_limit_cfg_large_wind_cmpen_enable	1		g_config_avoid_obstacle_limit_cfg_large_wind_cmpen_enable		g_config_avoid_obstacle_limit_cfg_large_wind_cmpen_enable
g_cfg_debug_overshot_enable	0		g_cfg_debug_overshot_enable		g_cfg_debug_overshot_enable
g_config_avoid_obstacle_limit_cfg_dynamic_cfg_enable	0		g_config_avoid_obstacle_limit_cfg_dynamic_cfg_enable		g_config_avoid_obstacle_limit_cfg_dynamic_cfg_enable
g_config_avoid_obstacle_limit_cfg_safe_dis	1		g_config_avoid_obstacle_limit_cfg_safe_dis		g_config_avoid_obstacle_limit_cfg_safe_dis
g_config_waypoint_cfg_max_vert_vel	3		g_config_waypoint_cfg_max_vert_vel		g_config_waypoint_cfg_max_vert_vel
g_config_waypoint_cfg_max_horiz_vel	15		g_config_waypoint_cfg_max_horiz_vel		g_config_waypoint_cfg_max_horiz_vel
g_config_waypoint_cfg_max_auto_yaw_rate	90		g_config_waypoint_cfg_max_auto_yaw_rate		g_config_waypoint_cfg_max_auto_yaw_rate
g_config_waypoint_cfg_max_line_acc	3		g_config_waypoint_cfg_max_line_acc		g_config_waypoint_cfg_max_line_acc
g_config_waypoint_cfg_max_curve_acc	3		g_config_waypoint_cfg_max_curve_acc		g_config_waypoint_cfg_max_curve_acc
g_config_waypoint_cfg_one_key_stop_con_fly_en	0		g_config_waypoint_cfg_one_key_stop_con_fly_en		g_config_waypoint_cfg_one_key_stop_con_fly_en
g_config_waypoint_cfg_multi_vert_ctrl_type_en	0		g_config_waypoint_cfg_multi_vert_ctrl_type_en		g_config_waypoint_cfg_multi_vert_ctrl_type_en
g_config_waypoint_cfg_vert_ctrl_type	0		g_config_waypoint_cfg_vert_ctrl_type		g_config_waypoint_cfg_vert_ctrl_type
g_config_waypoint_cfg_ref_h_ctrl_enable	0		g_config_waypoint_cfg_ref_h_ctrl_enable		g_config_waypoint_cfg_ref_h_ctrl_enable
g_config_waypoint_cfg_tgt_ref_height	2		g_config_waypoint_cfg_tgt_ref_height		g_config_waypoint_cfg_tgt_ref_height
g_config_waypoint_cfg_ref_h_ctrl_gain	8		g_config_waypoint_cfg_ref_h_ctrl_gain		g_config_waypoint_cfg_ref_h_ctrl_gain
g_config_waypoint_cfg_ref_ctrl_vel_up	-3		g_config_waypoint_cfg_ref_ctrl_vel_up		g_config_waypoint_cfg_ref_ctrl_vel_up
g_config_waypoint_cfg_ref_ctrl_vel_down	0.5		g_config_waypoint_cfg_ref_ctrl_vel_down		g_config_waypoint_cfg_ref_ctrl_vel_down
g_config_bat_config_tracking_low_bat_act	0		g_config_bat_config_tracking_low_bat_act		g_config_bat_config_tracking_low_bat_act
g_config_bat_config_pointing_low_bat_act	0		g_config_bat_config_pointing_low_bat_act		g_config_bat_config_pointing_low_bat_act
g_config_home_lock_min_fence	5		g_config_home_lock_min_fence		g_config_home_lock_min_fence
g_config_home_lock_fence_buffer	30		g_config_home_lock_fence_buffer		g_config_home_lock_fence_buffer
g_config_hotpoint_battery_low_go_home_enable	1		g_config_hotpoint_battery_low_go_home_enable		g_config_hotpoint_battery_low_go_home_enable
g_config_hotpoint_enable_mode	1		g_config_hotpoint_enable_mode		g_config_hotpoint_enable_mode
g_config_hotpoint_auto_recover	0		g_config_hotpoint_auto_recover		g_config_hotpoint_auto_recover
g_config_hotpoint_limit_height	1		g_config_hotpoint_limit_height		g_config_hotpoint_limit_height
g_config_hotpoint_max_yaw_rate	70		g_config_hotpoint_max_yaw_rate		g_config_hotpoint_max_yaw_rate
g_config_hotpoint_max_tangent_vel	10		g_config_hotpoint_max_tangent_vel		g_config_hotpoint_max_tangent_vel
g_config_hotpoint_min_radius	5		g_config_hotpoint_min_radius		g_config_hotpoint_min_radius
g_config_hotpoint_max_radius	500		g_config_hotpoint_max_radius		g_config_hotpoint_max_radius
g_config_hotpoint_max_vert_vel	2		g_config_hotpoint_max_vert_vel		g_config_hotpoint_max_vert_vel
g_config_hotpoint_max_radius_vel	3		g_config_hotpoint_max_radius_vel		g_config_hotpoint_max_radius_vel
g_config_hotpoint_min_height	5		g_config_hotpoint_min_height		g_config_hotpoint_min_height
g_config_hotpoint_max_acc	2.5		g_config_hotpoint_max_acc		g_config_hotpoint_max_acc
g_config_hotpoint_max_distance	500		g_config_hotpoint_max_distance		g_config_hotpoint_max_distance
g_config_hotpoint_pos_gain	0.699999988079071		g_config_hotpoint_pos_gain		g_config_hotpoint_pos_gain
g_config_hotpoint_vel_gain	0.150000005960464		g_config_hotpoint_vel_gain		g_config_hotpoint_vel_gain
g_config_hotpoint_centripetal_gain	5		g_config_hotpoint_centripetal_gain		g_config_hotpoint_centripetal_gain
g_config_hotpoint_cmd_slope	2		g_config_hotpoint_cmd_slope		g_config_hotpoint_cmd_slope
g_config_hotpoint_output_slope	3		g_config_hotpoint_output_slope		g_config_hotpoint_output_slope
g_config_hotpoint_tgt_vel_slope	3		g_config_hotpoint_tgt_vel_slope		g_config_hotpoint_tgt_vel_slope
g_config_bat_config_user_set_smart_bat	2		g_config_bat_config_user_set_smart_bat		g_config_bat_config_user_set_smart_bat
g_config_bat_config_vol_ceof	0		g_config_bat_config_vol_ceof		g_config_bat_config_vol_ceof
g_config_mag_cfg_mag_filter_type_enable	1		g_config_mag_cfg_mag_filter_type_enable		g_config_mag_cfg_mag_filter_type_enable
g_config_mag_cfg_mag_filter_type_w_fs	150		g_config_mag_cfg_mag_filter_type_w_fs		g_config_mag_cfg_mag_filter_type_w_fs
g_config_mag_cfg_mag_filter_type_w_fstop	9.5		g_config_mag_cfg_mag_filter_type_w_fstop		g_config_mag_cfg_mag_filter_type_w_fstop
g_config_mag_cfg_mag_filter_type_w_dB	30		g_config_mag_cfg_mag_filter_type_w_dB		g_config_mag_cfg_mag_filter_type_w_dB
g_config_mag_cfg_mag_cali_switch_adv_enable	1		g_config_mag_cfg_mag_cali_switch_adv_enable		g_config_mag_cfg_mag_cali_switch_adv_enable
g_config_imu_para_cfg_baro_cfg_pos_baro_gain	0.680000007152557		g_config_imu_para_cfg_baro_cfg_pos_baro_gain		g_config_imu_para_cfg_baro_cfg_pos_baro_gain
g_config_imu_para_cfg_baro_cfg_vel_baro_gain	0.620000004768372		g_config_imu_para_cfg_baro_cfg_vel_baro_gain		g_config_imu_para_cfg_baro_cfg_vel_baro_gain
g_config_imu_para_cfg_baro_cfg_acc_baro_gain	0.998000025749207		g_config_imu_para_cfg_baro_cfg_acc_baro_gain		g_config_imu_para_cfg_baro_cfg_acc_baro_gain
g_config_imu_para_cfg_baro_cfg_acc_bias_baro_p_gain	0.100000001490116		g_config_imu_para_cfg_baro_cfg_acc_bias_baro_p_gain		g_config_imu_para_cfg_baro_cfg_acc_bias_baro_p_gain
g_config_imu_para_cfg_baro_cfg_acc_bias_baro_i_gain	0		g_config_imu_para_cfg_baro_cfg_acc_bias_baro_i_gain		g_config_imu_para_cfg_baro_cfg_acc_bias_baro_i_gain
g_config_imu_para_cfg_imu_para_filter_w_fstop	170		g_config_imu_para_cfg_imu_para_filter_w_fstop		g_config_imu_para_cfg_imu_para_filter_w_fstop
g_config_imu_para_cfg_imu_para_filter_w_As	30		g_config_imu_para_cfg_imu_para_filter_w_As		g_config_imu_para_cfg_imu_para_filter_w_As
g_config_imu_para_cfg_imu_para_filter_a_fc	16		g_config_imu_para_cfg_imu_para_filter_a_fc		g_config_imu_para_cfg_imu_para_filter_a_fc
g_config_imu_para_cfg_imu_para_filter_a_fz	100		g_config_imu_para_cfg_imu_para_filter_a_fz		g_config_imu_para_cfg_imu_para_filter_a_fz
g_config_imu_para_cfg_imu_para_filter_w_bp_fp	50		g_config_imu_para_cfg_imu_para_filter_w_bp_fp		g_config_imu_para_cfg_imu_para_filter_w_bp_fp
g_config_imu_para_cfg_imu_para_filter_w_bp_fs	350		g_config_imu_para_cfg_imu_para_filter_w_bp_fs		g_config_imu_para_cfg_imu_para_filter_w_bp_fs
g_config_imu_para_cfg_imu_para_filter_baro_filter_config_press_fc	30		g_config_imu_para_cfg_imu_para_filter_baro_filter_config_press_fc		g_config_imu_para_cfg_imu_para_filter_baro_filter_config_press_fc
g_config_imu_para_cfg_imu_adv_func_vo_source_type	2		g_config_imu_para_cfg_imu_adv_func_vo_source_type		g_config_imu_para_cfg_imu_adv_func_vo_source_type
g_config_imu_para_cfg_imu_adv_func_vo_vel_with_large_tilt_deny	0		g_config_imu_para_cfg_imu_adv_func_vo_vel_with_large_tilt_deny		g_config_imu_para_cfg_imu_adv_func_vo_vel_with_large_tilt_deny
g_config_imu_para_cfg_imu_adv_func_vo_vel_strong_outlier_deny	0		g_config_imu_para_cfg_imu_adv_func_vo_vel_strong_outlier_deny		g_config_imu_para_cfg_imu_adv_func_vo_vel_strong_outlier_deny
g_config_imu_para_cfg_imu_adv_func_vo_vel_with_3m_deny	0		g_config_imu_para_cfg_imu_adv_func_vo_vel_with_3m_deny		g_config_imu_para_cfg_imu_adv_func_vo_vel_with_3m_deny
g_config_imu_para_cfg_imu_adv_func_vo_vel_pg_flag_couple	0		g_config_imu_para_cfg_imu_adv_func_vo_vel_pg_flag_couple		g_config_imu_para_cfg_imu_adv_func_vo_vel_pg_flag_couple
g_config_imu_para_cfg_imu_adv_func_fusion_switch_gnss_hp	1		g_config_imu_para_cfg_imu_adv_func_fusion_switch_gnss_hp		g_config_imu_para_cfg_imu_adv_func_fusion_switch_gnss_hp
g_config_imu_para_cfg_imu_adv_func_fusion_switch_gnss_hv	1		g_config_imu_para_cfg_imu_adv_func_fusion_switch_gnss_hv		g_config_imu_para_cfg_imu_adv_func_fusion_switch_gnss_hv
g_config_imu_para_cfg_imu_adv_func_fusion_switch_gnss_vp	1		g_config_imu_para_cfg_imu_adv_func_fusion_switch_gnss_vp		g_config_imu_para_cfg_imu_adv_func_fusion_switch_gnss_vp
g_config_imu_para_cfg_imu_adv_func_fusion_switch_gnss_vv	0		g_config_imu_para_cfg_imu_adv_func_fusion_switch_gnss_vv		g_config_imu_para_cfg_imu_adv_func_fusion_switch_gnss_vv
g_config_imu_para_cfg_imu_adv_func_fusion_switch_vodm_hp	1		g_config_imu_para_cfg_imu_adv_func_fusion_switch_vodm_hp		g_config_imu_para_cfg_imu_adv_func_fusion_switch_vodm_hp
g_config_imu_para_cfg_imu_adv_func_fusion_switch_vodm_hv	1		g_config_imu_para_cfg_imu_adv_func_fusion_switch_vodm_hv		g_config_imu_para_cfg_imu_adv_func_fusion_switch_vodm_hv
g_config_imu_para_cfg_imu_adv_func_fusion_switch_vodm_vp	1		g_config_imu_para_cfg_imu_adv_func_fusion_switch_vodm_vp		g_config_imu_para_cfg_imu_adv_func_fusion_switch_vodm_vp
g_config_imu_para_cfg_imu_adv_func_fusion_switch_vodm_vv	1		g_config_imu_para_cfg_imu_adv_func_fusion_switch_vodm_vv		g_config_imu_para_cfg_imu_adv_func_fusion_switch_vodm_vv
g_config_imu_para_cfg_imu_adv_func_fusion_switch_vodm_vh	1		g_config_imu_para_cfg_imu_adv_func_fusion_switch_vodm_vh		g_config_imu_para_cfg_imu_adv_func_fusion_switch_vodm_vh
g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_hp_p	1		g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_hp_p		g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_hp_p
g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_hp_s	0		g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_hp_s		g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_hp_s
g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_hv	0		g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_hv		g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_hv
g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_vp_p	1		g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_vp_p		g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_vp_p
g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_vp_s	0		g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_vp_s		g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_vp_s
g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_vv	0		g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_vv		g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_vv
g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_yaw	0		g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_yaw		g_config_imu_para_cfg_imu_adv_func_fusion_switch_rtks_yaw
g_config_imu_para_cfg_imu_adv_func_fusion_switch_usnc_vp	1		g_config_imu_para_cfg_imu_adv_func_fusion_switch_usnc_vp		g_config_imu_para_cfg_imu_adv_func_fusion_switch_usnc_vp
g_config_imu_para_cfg_imu_adv_func_fusion_switch_baro_vp	1		g_config_imu_para_cfg_imu_adv_func_fusion_switch_baro_vp		g_config_imu_para_cfg_imu_adv_func_fusion_switch_baro_vp
g_config_imu_para_cfg_imu_adv_func_fusion_switch_magn_yaw	1		g_config_imu_para_cfg_imu_adv_func_fusion_switch_magn_yaw		g_config_imu_para_cfg_imu_adv_func_fusion_switch_magn_yaw
g_config_imu_para_cfg_imu_adv_func_delay_tick_gnss_hp	35		g_config_imu_para_cfg_imu_adv_func_delay_tick_gnss_hp		g_config_imu_para_cfg_imu_adv_func_delay_tick_gnss_hp
g_config_imu_para_cfg_imu_adv_func_delay_tick_gnss_hv	45		g_config_imu_para_cfg_imu_adv_func_delay_tick_gnss_hv		g_config_imu_para_cfg_imu_adv_func_delay_tick_gnss_hv
g_config_imu_para_cfg_imu_adv_func_delay_tick_gnss_vp	35		g_config_imu_para_cfg_imu_adv_func_delay_tick_gnss_vp		g_config_imu_para_cfg_imu_adv_func_delay_tick_gnss_vp
g_config_imu_para_cfg_imu_adv_func_delay_tick_gnss_vv	45		g_config_imu_para_cfg_imu_adv_func_delay_tick_gnss_vv		g_config_imu_para_cfg_imu_adv_func_delay_tick_gnss_vv
g_config_imu_para_cfg_imu_adv_func_delay_tick_vodm_hp	3		g_config_imu_para_cfg_imu_adv_func_delay_tick_vodm_hp		g_config_imu_para_cfg_imu_adv_func_delay_tick_vodm_hp
g_config_imu_para_cfg_imu_adv_func_delay_tick_vodm_hv	3		g_config_imu_para_cfg_imu_adv_func_delay_tick_vodm_hv		g_config_imu_para_cfg_imu_adv_func_delay_tick_vodm_hv
g_config_imu_para_cfg_imu_adv_func_delay_tick_vodm_vp	3		g_config_imu_para_cfg_imu_adv_func_delay_tick_vodm_vp		g_config_imu_para_cfg_imu_adv_func_delay_tick_vodm_vp
g_config_imu_para_cfg_imu_adv_func_delay_tick_vodm_vv	3		g_config_imu_para_cfg_imu_adv_func_delay_tick_vodm_vv		g_config_imu_para_cfg_imu_adv_func_delay_tick_vodm_vv
g_config_imu_para_cfg_imu_adv_func_delay_tick_vodm_vh	3		g_config_imu_para_cfg_imu_adv_func_delay_tick_vodm_vh		g_config_imu_para_cfg_imu_adv_func_delay_tick_vodm_vh
g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_hp_p	60		g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_hp_p		g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_hp_p
g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_hp_s	60		g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_hp_s		g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_hp_s
g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_hv	60		g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_hv		g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_hv
g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_vp_p	40		g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_vp_p		g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_vp_p
g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_vp_s	60		g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_vp_s		g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_vp_s
g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_vv	60		g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_vv		g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_vv
g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_yaw	60		g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_yaw		g_config_imu_para_cfg_imu_adv_func_delay_tick_rtks_yaw
g_config_imu_para_cfg_imu_adv_func_delay_tick_usnc_vp	0		g_config_imu_para_cfg_imu_adv_func_delay_tick_usnc_vp		g_config_imu_para_cfg_imu_adv_func_delay_tick_usnc_vp
g_config_imu_para_cfg_imu_adv_func_delay_tick_baro_vp	0		g_config_imu_para_cfg_imu_adv_func_delay_tick_baro_vp		g_config_imu_para_cfg_imu_adv_func_delay_tick_baro_vp
g_config_imu_para_cfg_imu_adv_func_delay_tick_magn_yaw	20		g_config_imu_para_cfg_imu_adv_func_delay_tick_magn_yaw		g_config_imu_para_cfg_imu_adv_func_delay_tick_magn_yaw
g_config_imu_para_cfg_imu_adv_func_thermostatic_temp_imu	65		g_config_imu_para_cfg_imu_adv_func_thermostatic_temp_imu		g_config_imu_para_cfg_imu_adv_func_thermostatic_temp_imu
g_config_imu_para_cfg_imu_adv_func_ground_effect_height	25		g_config_imu_para_cfg_imu_adv_func_ground_effect_height		g_config_imu_para_cfg_imu_adv_func_ground_effect_height
g_config_gyr_acc_cfg_msc_require_side	63		g_config_gyr_acc_cfg_msc_require_side		g_config_gyr_acc_cfg_msc_require_side
g_cfg_debug_motor_test_output_bit	0		g_cfg_debug_motor_test_output_bit		g_cfg_debug_motor_test_output_bit
g_cfg_debug_motor_test_output_timer	7		g_cfg_debug_motor_test_output_timer		g_cfg_debug_motor_test_output_timer
